human_symbol,human_ensembl_id,mouse_symbol,mouse_ensembl_id,category,sources,evidence_score
PRDX2,ENSG00000167815,Prdx2,ENSMUSG00000005161,Anti-apoptotic,"GO_Anti_Human,Reactome",2
PRDX3,ENSG00000165672,Prdx3,ENSMUSG00000024997,Anti-apoptotic,GO_Anti_Human,1
PRDX5,ENSG00000126432,Prdx5,ENSMUSG00000024953,Anti-apoptotic,GO_Anti_Human,1
PRKAA1,ENSG00000132356,Prkaa1,ENSMUSG00000050697,Anti-apoptotic,GO_Anti_Human,1
PRKAA2,ENSG00000162409,Prkaa2,ENSMUSG00000028518,Anti-apoptotic,GO_Anti_Human,1
PRKCA,ENSG00000154229,Prkca,ENSMUSG00000050965,Anti-apoptotic,GO_Anti_Human,1
PRKCD,ENSG00000163932,Prkcd,ENSMUSG00000021948,Anti-apoptotic,"GO_Anti_Human,Reactome",2
PRKCG,ENSG00000126583,Prkcg,ENSMUSG00000078816,Anti-apoptotic,GO_Anti_Human,1
PRKCH,ENSG00000027075,Prkch,ENSMUSG00000021108,Anti-apoptotic,GO_Anti_Human,1
PRKCQ,ENSG00000065675,Prkcq,ENSMUSG00000026778,Anti-apoptotic,"GO_Anti_Human,Reactome",2
PRKDC,ENSG00000253729,Prkdc,ENSMUSG00000022672,Anti-apoptotic,GO_Anti_Human,1
PRKN,ENSG00000185345,Prkn,ENSMUSG00000023826,Anti-apoptotic,GO_Anti_Human,1
PRLR,ENSG00000113494,Prlr,ENSMUSG00000005268,Anti-apoptotic,GO_Anti_Human,1
PROC,ENSG00000115718,Proc,ENSMUSG00000024386,Anti-apoptotic,"GO_Anti_Human,Reactome",2
PROK2,ENSG00000163421,Prok2,ENSMUSG00000030069,Anti-apoptotic,GO_Anti_Human,1
PSMD10,ENSG00000101843,Psmd10,ENSMUSG00000031429,Anti-apoptotic,"GO_Anti_Human,Reactome",2
PSME3,ENSG00000131467,Psme3,ENSMUSG00000078652,Anti-apoptotic,"GO_Anti_Human,Reactome",2
PTCRA,ENSG00000171611,Ptcra,ENSMUSG00000036858,Anti-apoptotic,GO_Anti_Human,1
PTK2,ENSG00000169398,Ptk2,ENSMUSG00000022607,Anti-apoptotic,"GO_Anti_Human,Hallmark,Reactome",3
PTK2B,ENSG00000120899,Ptk2b,ENSMUSG00000059456,Anti-apoptotic,GO_Anti_Human,1
PTMA,ENSG00000187514,,,Anti-apoptotic,GO_Anti_Human,1
PTPRZ1,ENSG00000106278,Ptprz1,ENSMUSG00000068748,Anti-apoptotic,GO_Anti_Human,1
PTTG1IP,ENSG00000183255,Pttg1ip,ENSMUSG00000009291,Anti-apoptotic,GO_Anti_Human,1
QARS1,ENSG00000172053,,,Anti-apoptotic,GO_Anti_Human,1
RAF1,ENSG00000132155,Raf1,ENSMUSG00000000441,Anti-apoptotic,GO_Anti_Human,1
RAMP2,ENSG00000131477,Ramp2,ENSMUSG00000001240,Anti-apoptotic,GO_Anti_Human,1
RASA1,ENSG00000145715,Rasa1,ENSMUSG00000021549,Anti-apoptotic,GO_Anti_Human,1
RB1,ENSG00000139687,Rb1,ENSMUSG00000022105,Anti-apoptotic,GO_Anti_Human,1
RELA,ENSG00000173039,Rela,ENSMUSG00000024927,Anti-apoptotic,"GO_Anti_Human,Hallmark,KEGG",3
RETREG1,ENSG00000154153,Retreg1,ENSMUSG00000022270,Anti-apoptotic,GO_Anti_Human,1
RFFL,ENSG00000092871,Rffl,ENSMUSG00000020696,Anti-apoptotic,GO_Anti_Human,1
RHBDD1,ENSG00000144468,Rhbdd1,ENSMUSG00000026142,Anti-apoptotic,GO_Anti_Human,1
RIPK2,ENSG00000104312,Ripk2,ENSMUSG00000041135,Anti-apoptotic,GO_Anti_Human,1
RNF144B,ENSG00000137393,Rnf144b,ENSMUSG00000038068,Anti-apoptotic,GO_Anti_Human,1
RNF157,ENSG00000141576,Rnf157,ENSMUSG00000052949,Anti-apoptotic,GO_Anti_Human,1
RNF213,ENSG00000173821,Rnf213,ENSMUSG00000070327,Anti-apoptotic,"GO_Anti_Human,Reactome",2
RNF34,ENSG00000170633,Rnf34,ENSMUSG00000029474,Anti-apoptotic,GO_Anti_Human,1
RPL10,ENSG00000147403,Rpl10,ENSMUSG00000008682,Anti-apoptotic,GO_Anti_Human,1
RPS3A,ENSG00000145425,,,Anti-apoptotic,GO_Anti_Human,1
RPS6KA1,ENSG00000281877,Rps6ka1,ENSMUSG00000003644,Anti-apoptotic,GO_Anti_Human,1
RPS6KA3,ENSG00000177189,Rps6ka3,ENSMUSG00000031309,Anti-apoptotic,GO_Anti_Human,1
RPS6KB1,ENSG00000108443,Rps6kb1,ENSMUSG00000020516,Anti-apoptotic,GO_Anti_Human,1
RTKN2,ENSG00000182010,Rtkn2,ENSMUSG00000037846,Anti-apoptotic,GO_Anti_Human,1
SCG2,ENSG00000171951,Scg2,ENSMUSG00000050711,Anti-apoptotic,GO_Anti_Human,1
SCRT2,ENSG00000215397,Scrt2,ENSMUSG00000060257,Anti-apoptotic,GO_Anti_Human,1
SCX,ENSG00000260428,Scx,ENSMUSG00000034161,Anti-apoptotic,GO_Anti_Human,1
SELENOS,ENSG00000131871,Selenos,ENSMUSG00000075701,Anti-apoptotic,GO_Anti_Human,1
SEMA4D,ENSG00000187764,Sema4d,ENSMUSG00000021451,Anti-apoptotic,GO_Anti_Human,1
SEMA5A,ENSG00000112902,Sema5a,ENSMUSG00000022231,Anti-apoptotic,GO_Anti_Human,1
SERPINB13,ENSG00000197641,Serpinb13,ENSMUSG00000048775,Anti-apoptotic,GO_Anti_Human,1
SERPINB9,ENSG00000170542,Serpinb9,ENSMUSG00000045827,Anti-apoptotic,GO_Anti_Human,1
SERPINE1,ENSG00000106366,Serpine1,ENSMUSG00000037411,Anti-apoptotic,GO_Anti_Human,1
SET,ENSG00000119335,Set,ENSMUSG00000054766,Anti-apoptotic,GO_Anti_Human,1
SETX,ENSG00000107290,Setx,ENSMUSG00000043535,Anti-apoptotic,GO_Anti_Human,1
SH3RF1,ENSG00000154447,Sh3rf1,ENSMUSG00000031642,Anti-apoptotic,GO_Anti_Human,1
SH3RF2,ENSG00000156463,Sh3rf2,ENSMUSG00000057719,Anti-apoptotic,GO_Anti_Human,1
SHC1,ENSG00000160691,Shc1,ENSMUSG00000042626,Anti-apoptotic,GO_Anti_Human,1
SHH,ENSG00000164690,Shh,ENSMUSG00000002633,Anti-apoptotic,GO_Anti_Human,1
SIAH2,ENSG00000181788,Siah2,ENSMUSG00000036432,Anti-apoptotic,GO_Anti_Human,1
SIX1,ENSG00000126778,Six1,ENSMUSG00000051367,Anti-apoptotic,GO_Anti_Human,1
SIX4,ENSG00000100625,Six4,ENSMUSG00000034460,Anti-apoptotic,GO_Anti_Human,1
SLC25A5,ENSG00000005022,Slc25a5,ENSMUSG00000016319,Anti-apoptotic,GO_Anti_Human,1
SLC30A10,ENSG00000196660,Slc30a10,ENSMUSG00000026614,Anti-apoptotic,GO_Anti_Human,1
SLC35F6,ENSG00000213699,Slc35f6,ENSMUSG00000029175,Anti-apoptotic,GO_Anti_Human,1
SMAD6,ENSG00000137834,Smad6,ENSMUSG00000036867,Anti-apoptotic,GO_Anti_Human,1
SNAI1,ENSG00000124216,Snai1,ENSMUSG00000042821,Anti-apoptotic,GO_Anti_Human,1
SNAI2,ENSG00000019549,Snai2,ENSMUSG00000022676,Anti-apoptotic,GO_Anti_Human,1
SNX6,ENSG00000129515,Snx6,ENSMUSG00000005656,Anti-apoptotic,GO_Anti_Human,1
SOCS2,ENSG00000120833,Socs2,ENSMUSG00000020027,Anti-apoptotic,GO_Anti_Human,1
SON,ENSG00000159140,Son,ENSMUSG00000022961,Anti-apoptotic,GO_Anti_Human,1
SOX8,ENSG00000005513,Sox8,ENSMUSG00000024176,Anti-apoptotic,GO_Anti_Human,1
SOX9,ENSG00000125398,Sox9,ENSMUSG00000000567,Anti-apoptotic,GO_Anti_Human,1
SPHK1,ENSG00000176170,Sphk1,ENSMUSG00000061878,Anti-apoptotic,GO_Anti_Human,1
SPRY2,ENSG00000136158,Spry2,ENSMUSG00000022114,Anti-apoptotic,GO_Anti_Human,1
SRC,ENSG00000291971,Src,ENSMUSG00000027646,Anti-apoptotic,GO_Anti_Human,1
STIL,ENSG00000123473,Stil,ENSMUSG00000028718,Anti-apoptotic,GO_Anti_Human,1
SUPV3L1,ENSG00000156502,Supv3l1,ENSMUSG00000020079,Anti-apoptotic,GO_Anti_Human,1
SYVN1,ENSG00000162298,Syvn1,ENSMUSG00000024807,Anti-apoptotic,GO_Anti_Human,1
TAF9,ENSG00000273841,Taf9,ENSMUSG00000052293,Anti-apoptotic,GO_Anti_Human,1
TAF9B,ENSG00000187325,Taf9b,ENSMUSG00000047242,Anti-apoptotic,GO_Anti_Human,1
TAX1BP1,ENSG00000106052,Tax1bp1,ENSMUSG00000004535,Anti-apoptotic,GO_Anti_Human,1
TBX1,ENSG00000184058,Tbx1,ENSMUSG00000009097,Anti-apoptotic,GO_Anti_Human,1
TBX3,ENSG00000135111,Tbx3,ENSMUSG00000018604,Anti-apoptotic,GO_Anti_Human,1
TCF7L2,ENSG00000148737,Tcf7l2,ENSMUSG00000024985,Anti-apoptotic,GO_Anti_Human,1
TCIM,ENSG00000176907,Tcim,ENSMUSG00000056313,Anti-apoptotic,GO_Anti_Human,1
TCL1A,ENSG00000100721,Tcl1,ENSMUSG00000041359,Anti-apoptotic,GO_Anti_Human,1
TDGF1,,,,Anti-apoptotic,GO_Anti_Human,1
TEK,ENSG00000120156,Tek,ENSMUSG00000006386,Anti-apoptotic,GO_Anti_Human,1
TERT,ENSG00000164362,Tert,ENSMUSG00000021611,Anti-apoptotic,GO_Anti_Human,1
TFRC,ENSG00000072274,Tfrc,ENSMUSG00000022797,Anti-apoptotic,GO_Anti_Human,1
THOC6,ENSG00000131652,Thoc6,ENSMUSG00000041319,Anti-apoptotic,GO_Anti_Human,1
TIAF1,,,,Anti-apoptotic,GO_Anti_Human,1
TJP1,ENSG00000277401,Tjp1,ENSMUSG00000030516,Anti-apoptotic,"GO_Anti_Human,Reactome",2
TLE1,ENSG00000196781,Tle1,ENSMUSG00000008305,Anti-apoptotic,GO_Anti_Human,1
TMBIM1,ENSG00000135926,Tmbim1,ENSMUSG00000006301,Anti-apoptotic,GO_Anti_Human,1
TMBIM4,ENSG00000155957,Tmbim4,ENSMUSG00000020225,Anti-apoptotic,GO_Anti_Human,1
TMBIM6,ENSG00000139644,Tmbim6,ENSMUSG00000023010,Anti-apoptotic,GO_Anti_Human,1
TMEM14A,ENSG00000096092,Tmem14a,ENSMUSG00000025933,Anti-apoptotic,GO_Anti_Human,1
TMEM161A,ENSG00000064545,Tmem161a,ENSMUSG00000002342,Anti-apoptotic,GO_Anti_Human,1
TMIGD1,ENSG00000182271,Tmigd1,ENSMUSG00000020839,Anti-apoptotic,GO_Anti_Human,1
TNFAIP3,ENSG00000118503,Tnfaip3,ENSMUSG00000019850,Anti-apoptotic,"GO_Anti_Human,Reactome",2
TNFRSF10D,ENSG00000173530,,,Anti-apoptotic,"GO_Anti_Human,KEGG",2
TNFRSF6B,ENSG00000243509,,,Anti-apoptotic,GO_Anti_Human,1
TNFSF18,ENSG00000120337,Tnfsf18,ENSMUSG00000066755,Anti-apoptotic,GO_Anti_Human,1
TNIP2,ENSG00000168884,Tnip2,ENSMUSG00000059866,Anti-apoptotic,GO_Anti_Human,1
TOPORS,ENSG00000197579,Topors,ENSMUSG00000036822,Anti-apoptotic,GO_Anti_Human,1
TOX3,ENSG00000103460,Tox3,ENSMUSG00000043668,Anti-apoptotic,GO_Anti_Human,1
TPT1,ENSG00000133112,Tpt1,ENSMUSG00000060126,Anti-apoptotic,GO_Anti_Human,1
TRAP1,ENSG00000126602,Trap1,ENSMUSG00000005981,Anti-apoptotic,GO_Anti_Human,1
TRIAP1,ENSG00000170855,Triap1,ENSMUSG00000029535,Anti-apoptotic,GO_Anti_Human,1
TRIM27,ENSG00000233948,Trim27,ENSMUSG00000021326,Anti-apoptotic,"GO_Anti_Human,Reactome",2
TRIM32,ENSG00000119401,Trim32,ENSMUSG00000051675,Anti-apoptotic,GO_Anti_Human,1
TSLP,ENSG00000145777,Tslp,ENSMUSG00000024379,Anti-apoptotic,GO_Anti_Human,1
TXNDC12,ENSG00000117862,Txndc12,ENSMUSG00000028567,Anti-apoptotic,GO_Anti_Human,1
TXNDC5,ENSG00000239264,Txndc5,ENSMUSG00000038991,Anti-apoptotic,GO_Anti_Human,1
TYRO3,ENSG00000092445,Tyro3,ENSMUSG00000027298,Anti-apoptotic,GO_Anti_Human,1
UBE2O,ENSG00000175931,Ube2o,ENSMUSG00000020802,Anti-apoptotic,GO_Anti_Human,1
UFM1,ENSG00000120686,Ufm1,ENSMUSG00000027746,Anti-apoptotic,GO_Anti_Human,1
UNC5B,ENSG00000107731,Unc5b,ENSMUSG00000020099,Anti-apoptotic,"GO_Anti_Human,Reactome",2
URI1,ENSG00000105176,Uri1,ENSMUSG00000030421,Anti-apoptotic,GO_Anti_Human,1
USP47,ENSG00000170242,Usp47,ENSMUSG00000059263,Anti-apoptotic,GO_Anti_Human,1
VDAC1,ENSG00000213585,Vdac1,ENSMUSG00000020402,Anti-apoptotic,GO_Anti_Human,1
VEGFA,ENSG00000112715,Vegfa,ENSMUSG00000023951,Anti-apoptotic,GO_Anti_Human,1
VHL,ENSG00000134086,Vhl,ENSMUSG00000033933,Anti-apoptotic,GO_Anti_Human,1
VIP,ENSG00000146469,Vip,ENSMUSG00000019772,Anti-apoptotic,GO_Anti_Human,1
VNN1,ENSG00000112299,Vnn1,ENSMUSG00000037440,Anti-apoptotic,GO_Anti_Human,1
VSTM2L,ENSG00000132821,Vstm2l,ENSMUSG00000037843,Anti-apoptotic,GO_Anti_Human,1
VTCN1,ENSG00000134258,Vtcn1,ENSMUSG00000051076,Anti-apoptotic,GO_Anti_Human,1
WDR73,ENSG00000177082,Wdr73,ENSMUSG00000025722,Anti-apoptotic,GO_Anti_Human,1
WFS1,ENSG00000109501,Wfs1,ENSMUSG00000039474,Anti-apoptotic,GO_Anti_Human,1
WNK3,ENSG00000196632,Wnk3,ENSMUSG00000041245,Anti-apoptotic,GO_Anti_Human,1
WNT1,ENSG00000125084,Wnt1,ENSMUSG00000022997,Anti-apoptotic,GO_Anti_Human,1
WNT11,ENSG00000085741,Wnt11,ENSMUSG00000015957,Anti-apoptotic,GO_Anti_Human,1
WNT5A,ENSG00000114251,Wnt5a,ENSMUSG00000021994,Anti-apoptotic,GO_Anti_Human,1
WT1,ENSG00000184937,Wt1,ENSMUSG00000016458,Anti-apoptotic,GO_Anti_Human,1
XBP1,ENSG00000100219,Xbp1,ENSMUSG00000020484,Anti-apoptotic,GO_Anti_Human,1
XIAP,ENSG00000101966,Xiap,ENSMUSG00000025860,Anti-apoptotic,"GO_Anti_Human,Hallmark,Reactome",3
YAP1,ENSG00000137693,Yap1,ENSMUSG00000053110,Anti-apoptotic,GO_Anti_Human,1
YBX3,ENSG00000060138,Ybx3,ENSMUSG00000030189,Anti-apoptotic,GO_Anti_Human,1
YME1L1,ENSG00000136758,Yme1l1,ENSMUSG00000026775,Anti-apoptotic,GO_Anti_Human,1
ZFAND6,ENSG00000086666,Zfand6,ENSMUSG00000030629,Anti-apoptotic,GO_Anti_Human,1
ZMYND11,ENSG00000015171,Zmynd11,ENSMUSG00000021156,Anti-apoptotic,GO_Anti_Human,1
ZNF16,ENSG00000170631,,,Anti-apoptotic,GO_Anti_Human,1
ZNF304,ENSG00000131845,,,Anti-apoptotic,GO_Anti_Human,1
ZNF385A,ENSG00000161642,Zfp385a,ENSMUSG00000000552,Anti-apoptotic,GO_Anti_Human,1
ZNF830,ENSG00000198783,Zfp830,ENSMUSG00000046010,Anti-apoptotic,GO_Anti_Human,1
ZPR1,ENSG00000109917,Zpr1,ENSMUSG00000032078,Anti-apoptotic,GO_Anti_Human,1
ADAM8,ENSG00000151651,Adam8,ENSMUSG00000025473,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
ANXA1,ENSG00000135046,Anxa1,ENSMUSG00000024659,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark",3
ARHGEF2,ENSG00000116584,Arhgef2,ENSMUSG00000028059,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
BARD1,ENSG00000138376,Bard1,ENSMUSG00000026196,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
BCL10,ENSG00000142867,Bcl10,ENSMUSG00000028191,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark",3
BCL2,ENSG00000171791,Bcl2,ENSMUSG00000057329,Ambiguous,"GO_Anti_Human,GO_Pro_Human,KEGG,Reactome",4
BCL2L1,ENSG00000171552,Bcl2l1,ENSMUSG00000007659,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark,KEGG,Reactome",5
BCL2L10,ENSG00000137875,Bcl2l10,ENSMUSG00000032191,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark",3
BCL6,ENSG00000113916,Bcl6,ENSMUSG00000022508,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Reactome",3
BEX3,ENSG00000166681,Bex3,ENSMUSG00000046432,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
BID,ENSG00000015475,Bid,ENSMUSG00000004446,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark,KEGG,Reactome",5
BMP4,ENSG00000125378,Bmp4,ENSMUSG00000021835,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
BNIP3,ENSG00000176171,Bnip3,ENSMUSG00000078566,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
BNIP3L,ENSG00000104765,"Bnip3l,Bnip3l-ps",,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark",3
CASP2,ENSG00000106144,Casp2,ENSMUSG00000029863,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark",3
CASP3,ENSG00000164305,Casp3,ENSMUSG00000031628,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark,KEGG,Reactome",5
CASP8,ENSG00000064012,Casp8,ENSMUSG00000026029,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark,KEGG,Reactome",5
CAV1,ENSG00000105974,Cav1,ENSMUSG00000007655,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark",3
CCAR2,ENSG00000158941,Ccar2,ENSMUSG00000033712,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
CCL2,ENSG00000108691,Ccl12,ENSMUSG00000035352,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
CCL5,ENSG00000274233,Ccl5,ENSMUSG00000035042,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
CD40LG,ENSG00000102245,Cd40lg,ENSMUSG00000031132,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
CFLAR,ENSG00000003402,Cflar,ENSMUSG00000026031,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark,KEGG,Reactome",5
CLU,ENSG00000120885,Clu,ENSMUSG00000022037,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark",3
CTNNB1,ENSG00000168036,Ctnnb1,ENSMUSG00000006932,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark,Reactome",4
DDX3X,ENSG00000215301,Ddx3x,ENSMUSG00000000787,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
DNAJA1,ENSG00000086061,Dnaja1,ENSMUSG00000028410,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark",3
F2R,ENSG00000181104,F2r,ENSMUSG00000048376,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark",3
FADD,ENSG00000168040,Fadd,ENSMUSG00000031077,Ambiguous,"GO_Anti_Human,GO_Pro_Human,KEGG,Reactome",4
FANK1,ENSG00000203780,Fank1,ENSMUSG00000053111,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
FAS,ENSG00000026103,Fas,ENSMUSG00000024778,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark,KEGG",4
FASLG,ENSG00000117560,Fasl,ENSMUSG00000000817,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark,KEGG,Reactome",5
FNIP1,ENSG00000217128,Fnip1,ENSMUSG00000035992,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
FOXO1,ENSG00000150907,Foxo1,ENSMUSG00000044167,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
FZD9,ENSG00000188763,Fzd9,ENSMUSG00000049551,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
GRN,ENSG00000030582,Grn,ENSMUSG00000034708,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
GSK3B,ENSG00000082701,Gsk3b,ENSMUSG00000022812,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
HMGA2,ENSG00000149948,,,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
HSPD1,ENSG00000144381,Hspd1,ENSMUSG00000025980,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
HTRA2,ENSG00000115317,Htra2,ENSMUSG00000068329,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
HTT,ENSG00000197386,Htt,ENSMUSG00000029104,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
IL10,ENSG00000136634,Il10,ENSMUSG00000016529,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
IL6,ENSG00000136244,Il6,ENSMUSG00000025746,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark",3
ITGA6,ENSG00000091409,Itga6,ENSMUSG00000027111,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
ITGB1,ENSG00000150093,Itgb1,ENSMUSG00000025809,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
LILRB1,ENSG00000276452,,,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
MALT1,ENSG00000172175,Malt1,ENSMUSG00000032688,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
MAPK8,ENSG00000107643,Mapk8,ENSMUSG00000021936,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Reactome",3
MCL1,ENSG00000143384,Mcl1,ENSMUSG00000038612,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark",3
MEF2C,ENSG00000081189,Mef2c,ENSMUSG00000005583,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
MYC,ENSG00000136997,Myc,ENSMUSG00000022346,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
NDUFA13,ENSG00000186010,Ndufa13,ENSMUSG00000036199,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
NEUROD1,ENSG00000162992,Neurod1,ENSMUSG00000034701,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
NGF,ENSG00000134259,Ngf,ENSMUSG00000027859,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
NGFR,ENSG00000064300,Ngfr,ENSMUSG00000000120,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
NUPR1,ENSG00000176046,Nupr1,ENSMUSG00000030717,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
PAK2,ENSG00000180370,Pak2,ENSMUSG00000022781,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
PIDD1,ENSG00000177595,Pidd1,ENSMUSG00000025507,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
PRELID1,ENSG00000169230,Prelid1,ENSMUSG00000021486,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
PRKCI,ENSG00000163558,Prkci,ENSMUSG00000037643,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
PSEN1,ENSG00000080815,Psen1,ENSMUSG00000019969,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark",3
PSEN2,ENSG00000143801,Psen2,ENSMUSG00000010609,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark",3
PTRH2,ENSG00000141378,Ptrh2,ENSMUSG00000072582,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
RIPK1,ENSG00000137275,Ripk1,ENSMUSG00000021408,Ambiguous,"GO_Anti_Human,GO_Pro_Human,KEGG,Reactome",4
RPS27A,ENSG00000143947,Rps27a,ENSMUSG00000020460,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Reactome",3
SFN,ENSG00000175793,Sfn,ENSMUSG00000047281,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
SFPQ,ENSG00000116560,Sfpq,ENSMUSG00000028820,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
SFRP1,ENSG00000104332,Sfrp1,ENSMUSG00000031548,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
SFRP2,ENSG00000145423,Sfrp2,ENSMUSG00000027996,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
SIRT1,ENSG00000096717,Sirt1,ENSMUSG00000020063,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
SNCA,ENSG00000145335,Snca,ENSMUSG00000025889,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
SOD1,ENSG00000142168,Sod1,ENSMUSG00000022982,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark",3
SOD2,ENSG00000291237,Sod2,ENSMUSG00000006818,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark",3
SQSTM1,ENSG00000161011,Sqstm1,ENSMUSG00000015837,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark",3
TFAP2A,ENSG00000137203,Tfap2a,ENSMUSG00000021359,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
TFAP2B,ENSG00000008196,Tfap2b,ENSMUSG00000025927,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
TGFB3,ENSG00000119699,Tgfb3,ENSMUSG00000021253,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
TGFBR1,ENSG00000106799,Tgfbr1,ENSMUSG00000007613,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
THBS1,ENSG00000137801,Thbs1,ENSMUSG00000040152,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
TNF,ENSG00000228321,Tnf,ENSMUSG00000024401,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark,KEGG,Reactome",5
TNFAIP8,ENSG00000145779,Tnfaip8,ENSMUSG00000062210,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
TNFRSF10A,ENSG00000104689,Tnfrsf10b,ENSMUSG00000022074,Ambiguous,"GO_Anti_Human,GO_Pro_Human,KEGG,Reactome",4
TNFRSF10B,ENSG00000120889,,,Ambiguous,"GO_Anti_Human,GO_Pro_Human,KEGG,Reactome",4
TNFSF10,ENSG00000121858,Tnfsf10,ENSMUSG00000039304,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Hallmark,KEGG,Reactome",5
TP53,ENSG00000141510,Trp53,ENSMUSG00000059552,Ambiguous,"GO_Anti_Human,GO_Pro_Human,KEGG,Reactome",4
TRADD,ENSG00000102871,Tradd,ENSMUSG00000031887,Ambiguous,"GO_Anti_Human,GO_Pro_Human,KEGG,Reactome",4
TRAF2,ENSG00000127191,Traf2,ENSMUSG00000026942,Ambiguous,"GO_Anti_Human,GO_Pro_Human,KEGG",3
TRAF6,ENSG00000175104,Traf6,ENSMUSG00000027164,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
TREM2,ENSG00000095970,Trem2,ENSMUSG00000023992,Ambiguous,"GO_Anti_Human,GO_Pro_Human",2
UBA52,ENSG00000221983,Uba52-ps1,,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Reactome",3
UBB,ENSG00000170315,,,Ambiguous,"GO_Anti_Human,GO_Pro_Human,Reactome",3
